X,Y,OBJECTID,TREEID,STATUS,HEIGHT,SPREAD,DIAMETER,NOTES,SCIENTIFIC,COMMON,STATE_ID,SITE_ADDRESS,Date_Height,Date_Spread,CIRCUMF,Date_Circumference,YEAR_Designated,DATE_DESIG,Ownership,LAT,LON,Delist_Date,Delist_Ordinance,Delist_Reason,Neighborhood,Vol_Inspection,Native,Site_Notes,Ordinance,County_Rec
-122.698481568380672,45.531995239996661,17,10,Heritage,80,110,61,"This tree is on the west end of the address block, around the corner on NW Overton.",Quercus garryana,Oregon white oak,1N1E33BB  900,1310-1338 NW 23RD AVE,,2016-03-01T00:00:00.000Z,15.88,2016-03-01T00:00:00.000Z,1994,1994-01-26T00:00:00.000Z,"Private, Side Yard",45.53198958,-122.69846734,,,,,,,,,
-122.700719693063292,45.519737516748599,18,11,Heritage,80,55,60,south side between SW 23rd Ave and Washington Park,Liriodendron tulipifera,Tulip tree,1N1E33CC  6900,2390 SW MADISON ST,,,15.6,,1994,1994-01-26T00:00:00.000Z,"Private, Front Yard",45.51973186,-122.70070547,,,,,,,,,
-122.632502513431191,45.467750179539252,19,12,Heritage,60,114,52,west side between SE Lambert St and SE Crystal Springs Blvd,Ulmus americana,American elm,1S1E24CA  6000,7821 SE 30TH AVE,,,13.7,,1994,1994-01-26T00:00:00.000Z,Right Of Way,45.46774452,-122.63248831,,,,,,,,,
-122.6900445427232,45.522668962731466,20,13,Removed,60,68,35,Removed September 2011.  Was on south side between SW 18th Ave and SW 19th Ave.,Quercus bicolor,Swamp white oak, , ,,,9.1,,1994,1994-03-23T00:00:00.000Z,Right Of Way,45.5226633,-122.69003032,,,,,,,,,
-122.690531495184203,45.526474911981531,21,14,Heritage,93,63,59,This tree is in the southeast corner of Couch Park. It is perhaps the largest Cucumber Tree in the city. It was planted around 1900 on the estate of Cicero Horatius Lewis who owned the only house ever to be built on this block (in 1879-80). The house wa*,Magnolia acuminata,Cucumber tree,1N1E33AC  8200,1961 NW GLISAN ST,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,15.35,2016-03-01T00:00:00.000Z,1994,1994-03-23T00:00:00.000Z,Portland Parks & Recreation (Couch Park),45.52646925,-122.69051727,,,,,,,,,
-122.630776328747515,45.492144273960228,22,15,Heritage,70,63,55,"This tree is at the end of SE 33rd Pl, where it runs into Kenilworth Park.",Platanus occidentalis,American sycamore,1S1E12CD  11000,HOLGATE & SE 32ND AVE,,,14.4,,1994,1994-03-23T00:00:00.000Z,"Right Of Way, Unimproved",45.49213861,-122.63076212,,,,,,,,,
-122.649271403467395,45.465878439387787,23,16,Heritage,80,97,66,"This tree is a variety of European Beech known as a Copper Beech, Fagus sylvatica f. purpurea and was planted in 1892",Fagus sylvatica f. purpurea,European beech,1S1E23DB  17200,1579 SE NEHALEM ST,,,17.3,,1994,1994-03-23T00:00:00.000Z,"Private, Front Yard",45.46587278,-122.6492572,,,,,,,,,
-122.633459429414543,45.493204630153265,24,17,Heritage,80,66,54,south side between SE 31st Ave and SE 32nd Ave,Liriodendron tulipifera,Tulip tree,1S1E12CD  6600,3104 SE GLADSTONE ST,,,14.1,,1994,1994-03-23T00:00:00.000Z,"Private, Front Yard",45.49319897,-122.63344522,,,,,,,,,
-122.624591871784105,45.48423891924886,25,18,Heritage,84,38,36,This tree was planted by Joseph A. Manning in the early 1920s.,Pinus radiata,Monterey pine,1S1E13AD  12700,5330 SE 37TH AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,9.4,2016-03-01T00:00:00.000Z,1994,1994-03-23T00:00:00.000Z,Right of Way,45.48423326,-122.62457766,,,,,,,,,
-122.685996990971148,45.558529939523723,26,19,Heritage,93,112,84,"This tree is on the north side of the lot, between N Denver Ave and N Concord Ave.",Quercus garryana,Oregon white oak,1N1E21AD  2900,1815 N HUMBOLDT ST,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,22.1,2016-03-01T00:00:00.000Z,1994,1994-03-23T00:00:00.000Z,"Private, Front Yard",45.55852428,-122.68598276,,,,,,,,,
-122.627312462741202,45.479464301192465,27,20,Heritage,70,115,66,"This tree is on the Reed College Campus, adjacent to the sidewalk, across the street from 3436 SE Woodstock Blvd.",Quercus velutina,Black oak,1S1E13    100,3203 SE WOODSTOCK BLVD,,,17.3,,1994,1994-06-22T00:00:00.000Z,Private (Reed Campus),45.47945864,-122.62729826,,,,,,,,,
-122.653556309880472,45.471353843423998,28,21,Heritage,65,78,62,This tree is on the south side of the lot between SW 11th Ave and SW 13th Ave.,Quercus garryana,Oregon white oak,1S1E23BD  1600,1224 SE SELLWOOD BLVD,,,16.1,,1994,1994-06-22T00:00:00.000Z,"Private, Front Yard",45.47134818,-122.6535421,,,,,,,,,
-122.659179240739576,45.469078933707301,29,22,Heritage,61,86,41,"This tree is located in Sellwood Park, adjacent to the entrance gate at Malden & 7th Ave.",Betula nigra,River birch,1S1E23    300,7951 SE 7TH AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,10.8,2016-03-01T00:00:00.000Z,1994,1994-06-22T00:00:00.000Z,Portland Parks & Recreation,45.46907328,-122.65916503,,,,,,,,,
-122.657473196284585,45.466564442074862,30,23,Heritage,80,75,58,"This tree is on the north side of the lot, between SE 7th Ave and SE 9th Ave.",Quercus garryana,Oregon white oak,1S1E23CB  7100,825 SE MILLER ST,,,15.3,,1994,1994-06-22T00:00:00.000Z,"Private, Front Yard",45.46655878,-122.65745899,,,,,,,,,
-122.641227943210609,45.543246943263384,31,24,Heritage,76,45,46,This tree is one of a pair of Heritage Catalpas at this address.,Catalpa speciosa,Northern catalpa,1N1E26AD  15100,2827 NE 24TH AVE,,,12.04,,1994,1994-10-23T00:00:00.000Z,Right Of Way,45.54324128,-122.64121372,,,,,,,,,
-122.64122061205957,45.543171471192458,32,25,Heritage,85,50,48,This tree is one of a pair of Heritage Catalpas at this address.,Catalpa speciosa,Northern catalpa,1N1E26AD  15100,2827 NE 24TH AVE,,,12.56,,1994,1994-10-23T00:00:00.000Z,Right Of Way,45.54316581,-122.64120639,,,,,,,,,
-122.67539904094825,45.553829937427572,33,26,Heritage,68,77,66,east side between N Mason St and N Skidmore St,Ulmus minor var. vulgaris,English elm,1N1E22CA  7000,4124 N MISSISSIPPI AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,17.2,2016-03-01T00:00:00.000Z,1994,1994-10-23T00:00:00.000Z,"Private, Front Yard",45.55382428,-122.67538481,,,,,,,,,
-122.725488569388105,45.574675987587568,34,27,Heritage,72,96,56,"This tree is on the University of Portland campus; on the south side of Willamette, between N Haven & N Hodge.",Quercus garryana,Oregon white oak,1N1E18A   100,5000 N WILLAMETTE BLVD,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,14.75,2016-03-01T00:00:00.000Z,1994,1994-10-23T00:00:00.000Z,"Private, University of Portl",45.57467033,-122.72547433,,,,,,,,,
-122.695720311588985,45.571490869821034,35,28,Removed,70,70,86,removed from list 2000 (owner refused nomination) west side between N Portland Blvd and N Dekum St,Acer macrophyllum,Bigleaf maple,1N1E16BD  10100,6733 N GREELEY AVE,,,22.5,,1994,1994-10-23T00:00:00.000Z,Right Of Way,45.57148521,-122.69570608,,,,,,,,,
-122.633433790598019,45.477292768552481,36,29,Removed,70,87,62,north side between SE 28th Ave and SE 29th Ave,Acer saccharinum,Silver maple,1S1E13CD  3100,2857 SE CARLTON ST,,,16.3,,1994,1994-10-23T00:00:00.000Z,Private,45.47728711,-122.63341958,,,,,,,,,
-122.640634857493737,45.507083377365582,37,30,Heritage,70,72,49,This may be the only Tartan Elm in Portland and can be found along SE Grant St. at this address.,Ulmus minor `Variegata',Tartan elm,1S1E01CC  13800,2120 SE 24TH AVE,,,12.7,,1994,1994-10-23T00:00:00.000Z,Right Of Way,45.50707771,-122.64062064,,,,,,,,,
-122.58410038850586,45.479130865564365,38,31,Heritage,72,60,50,This tree is along SE 77th Ave.,Juglans nigra,Black walnut,1S2E17DD  20800,7703 SE MARTINS ST,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,13.2,2016-03-01T00:00:00.000Z,1994,1994-10-23T00:00:00.000Z,Right Of Way (SE 77th),45.4791252,-122.58408619,,,,,,,,,
-122.64897313764024,45.463131859610918,39,32,Heritage,60,57,34,north side between SE 16th Ave and SE 17th Ave,Carya tomentosa,Mockernut hickory,1S1E23DC  7900,1609 SE UMATILLA ST,,,8.9,,1994,1994-10-23T00:00:00.000Z,Right Of Way,45.4631262,-122.64895893,,,,,,,,,
-122.632529055952858,45.521376937814566,40,33,Heritage,79,55,30,"This tree is in the rear yard of the address, but the top can be seen from the street.",Carya laciniosa,Shellbark hickory,1N1E36CD  17100,143 SE 32ND AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,7.85,2016-03-01T00:00:00.000Z,1994,1994-10-23T00:00:00.000Z,"Private, Rear Yard",45.52137127,-122.63251484,,,,,,,,,
-122.632527486596089,45.521445303028166,41,34,Heritage,73,50,28,"This tree is in the rear yard of the address, but the top can be seen from the street.",Carya laciniosa,Shellbark hickory,1N1E36CD  17100,143 SE 32ND AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,7.25,2016-03-01T00:00:00.000Z,1994,1994-10-23T00:00:00.000Z,"Private, Rear Yard",45.52143964,-122.63251327,,,,,,,,,
-122.687592581273748,45.519029138357503,42,35,Heritage,85,75,53,"This tree is at Lincoln High School, on the corner of SW Salmon and SW 14th Ave.  The tree was planted in the late 19th century on the Jacob Kamm estate, 13 acres bordered by SW Salmon, SW Jefferson, SW 14th and SW 18th. The Kamm house was moved in 1950*",Juglands nigra,Black walnut,1S1E04AB  100,1600 SW SALMON ST,,,13.8,,1994,1994-10-23T00:00:00.000Z,Portland Public Schools,45.51902348,-122.68757836,,,,,,,,,
-122.699762620773058,45.525554597162078,43,36,Heritage,80,54,54,This tree was planted in the late 19th century. It was the only elm left standing on the north side of that block on Flanders after the Columbus Day storm of 1962.,Ulmus minor var. vulgaris,English elm,1N1E33CB  3900,2363 NW FLANDERS ST,,,14.1,,1994,1994-10-23T00:00:00.000Z,Right Of Way,45.52554894,-122.69974839,,,,,,,,,
-122.679936355989838,45.502611112900595,44,37,Heritage,47,43,41,This tree is adjacent to SW 2nd Ave at the rear of the lot.,Magnolia grandiflora,Southern magnolia,1S1E10BB  6900,212 WI/ SW MEADE ST,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,10.6,2016-03-01T00:00:00.000Z,1994,1994-10-23T00:00:00.000Z,"Private, Rear Yard",45.50260545,-122.67992214,,,,,,,,,
-122.621345140260047,45.482949153027839,45,38,Heritage,124,77,77,east side between SE Insley St and SE Harold St,Liriodendron tulipifera,Tulip tree,1S1E13AD  16700,5450 SE 40TH AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,20.2,2016-03-01T00:00:00.000Z,1995,1995-02-22T00:00:00.000Z,"Private, Side Yard",45.48294349,-122.62133093,,,,,,,,,
-122.650559773536088,45.514629552265383,46,39,Heritage,72,60,52,east side between SE Taylor St and SE Salmon St,Catalpa speciosa,Northern catalpa,1S1E02AC  3700,1126 SE 15TH AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,13.7,2016-03-01T00:00:00.000Z,1995,1995-02-22T00:00:00.000Z,Right Of Way,45.51462389,-122.65054556,,,,,,,,,
-122.64399059688256,45.510012951883269,47,40,Heritage,60,84,68,east side between SE Market St and SE Stephens St,Platanus x acerifolia,London planetree,1S1E02DA  8600,1816 SE 21ST AVE,,,17.7,,1995,1995-02-22T00:00:00.000Z,"Private, Front Yard",45.51000729,-122.64397638,,,,,,,,,
-122.62991369005492,45.500569219623706,48,41,Heritage,55,38,36,This tree is on the north side between SE 33rd Ave and SE 35th Ave.,Aesculus flava,Yellow buckeye,1S1E12AC  13200,3387 SE TIBBETTS ST,,,9.3,,1995,1995-02-22T00:00:00.000Z,Right Of Way,45.50056356,-122.62989948,,,,,,,,,
-122.642245911395634,45.540076050659422,49,42,Removed,90,68,59,removed in June 2007 (west side between NE Thompson St and NE Brazee St),Catalpa speciosa,Northern catalpa,1N1E26DA  7400,2425 NE 23RD AVE,,,15.5,,1995,1995-02-22T00:00:00.000Z,Right Of Way,45.54007039,-122.64223169,,,,,,,,,
-122.692565651093346,45.558188861324098,50,43,Removed,60,60,39,"This tree is on the east edge of the park, by a paved trail, adjacent to the side yard of 2454 N Humboldt St.  Blew down in March 15th, 2015 windstorm. Removed 6/17/2015 by Ordinance 187198.",Arbutus menziesii,Madrone,1N1E21AC  6100,2435 N Wygant St,,,10.3,,1995,1995-02-22T00:00:00.000Z,"Right Of Way, PP&R",45.5581832,-122.69255142,,,,,,,,,
-122.703985614398434,45.57409664426752,51,44,Removed,35,54,45,"This tree is a hybrid with downy birch, such that it is: Betula pendula x B pubescens",Betula pendula x B pubescens,Birch hybrid,1N1E17AA  6500,7025 N SEWARD AVE,,2016-03-01T00:00:00.000Z,11.85,2016-03-01T00:00:00.000Z,1995,1995-02-22T00:00:00.000Z,"Private, Front Yard",45.57409098,-122.70397138,,,,,,,,,
-122.70519825469205,45.529155326318303,52,45,Heritage,90,97,52,This tree is visible from NW Marcia.,Quercus rubra,Northern red oak,1N1E32AD  3000,2642 NW LOVEJOY ST,,,13.7,,1995,1995-02-22T00:00:00.000Z,"Private, Rear Yard",45.52914967,-122.70518403,,,,,,,,,
-122.699478750448336,45.525450611806619,53,46,Heritage,80,75,58,"This tree was planted in the late 19th century. It was condemned to be cut down by the Portland City Council in 1963, but a devoted group of tree lovers saved its life.",Ulmus x holllandica,Dutch elm,1N1E33CB  3200 A1,2330 NW FLANDERS ST,,,15.1,,1995,1995-02-22T00:00:00.000Z,Right Of Way,45.52544495,-122.69946452,,,,,,,,,
-122.660196008775372,45.501039414861928,54,47,Heritage,25,39,32,This tree is only partially visible from the sidewalk along SE Mcloughlin Blvd.,Ulmus glabra `Camperdownii',Camperdown elm,1S1E11BC  7300,3040 SE MCLOUGHLIN BLVD,,,8.5,,1995,1995-07-05T00:00:00.000Z,"Private, Side Yard",45.50103375,-122.66018179,,,,,,,,,
-122.659263305083854,45.469426429476762,55,48,Heritage,97,53,32,This tree is just south of the entrance to the park at SE Malden St and SE 7th Ave.,Nyssa sylvatica,Tupelo,1S1E23    300,7951 SE 7TH AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,8.5,2016-03-01T00:00:00.000Z,1995,1995-07-05T00:00:00.000Z,"Portland Parks & Recreation, (Sellwood Park)",45.46942077,-122.6592491,,,,,,,,,
-122.654658353189546,45.507088637324856,56,49,Heritage,50,48,49,east side between SE Grant St and SE Sherman St,Tilia platyphyllos,Bigleaf linden,1S1E02CD  13700,2204 SE 11TH AVE,,,12.8,,1995,1995-07-05T00:00:00.000Z,Right Of Way,45.50708298,-122.65464414,,,,,,,,,
-122.652641253592705,45.54634876099572,57,50,Removed,0,0,0,west side between NE Siskiyou St and NE Fremont St,Araucaria araucana,Monkey puzzle,1N1E26BA  13400,3223 NE 13TH AVE,,,0,,1995,1995-07-05T00:00:00.000Z,Private,45.5463431,-122.65262703,,,,,,,,,
-122.692725575468458,45.52696424857573,58,51,Heritage,78,44,67,"This tree is in the school yard, to the south of NW 20th in Couch Park.",Paulownia tomentosa,Empress tree,1N1E33BD  6400,2033 NW GLISAN ST,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,17.65,2016-03-01T00:00:00.000Z,1995,1995-07-05T00:00:00.000Z,"Public, School District 1",45.52695859,-122.69271135,,,,,,,,,
-122.71075766208412,45.468428282677763,59,52,Heritage,62,35,35,"This tree is located at the Multnomah Arts Center, in a planter in the west parking lot, between Capitol Hwy and the lot.",Cryptomeria japonica,Cryptomeria,1S1E20DB  5600,7688 SW CAPITOL HWY,2016-03-01T00:00:00.000Z,2017-03-01T00:00:00.000Z,9.2,2016-03-01T00:00:00.000Z,1995,1995-07-05T00:00:00.000Z,"Portland Parks & Recreation, (Multnomah Comm. Center)",45.46842263,-122.71074344,,,,,,,,,
-122.699122348350926,45.511352465532376,60,53,Heritage,50,81,38,This tree is located along SW 21st Ave.,Fraxinus latifolia,Oregon ash,1S1E04CB  1800,2038 SW MYRTLE,,,10,,1995,1995-07-05T00:00:00.000Z,"City of Portland (Right of Way), SE 21st",45.51134681,-122.69910812,,,,,,,,,
-122.685804729940756,45.511451099675561,61,54,Heritage,83,84,72,"This tree is a variety of European Beech known as a Copper Beech, Fagus sylvatica f. purpurea.  This tree is at the main entrance to PSU's Millar Library and was planted in the 1890s.",Fagus sylvatica f. purpurea,European beech,1S1E04DA  6800,1875 SW PARK AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,18.75,2016-03-01T00:00:00.000Z,1995,1995-07-05T00:00:00.000Z,"Public, PSU Campus",45.51144544,-122.68579051,,,,,,,,,
-122.649511454870876,45.54158445740017,62,55,Heritage,90,58,42,This is the south tree in a pair of Heritage Sweetgums at this location.,Liquidambar styraciflua,American sweetgum,1N1E26AC  17200,2617 NE 16TH AVE,,,11,,1995,1995-07-05T00:00:00.000Z,Right Of Way,45.54157879,-122.64949723,,,,,,,,,
-122.649515078674725,45.54150525587557,63,56,Heritage,90,53,44,This is the north tree in a pair of Heritage Sweetgums at this location.,Liquidambar styraciflua,American sweetgum,1N1E26AC  17200,2617 NE 16TH AVE,,,11.59,,1995,1995-07-05T00:00:00.000Z,Right Of Way,45.54149959,-122.64950086,,,,,,,,,
-122.654087415436024,45.491365765580987,64,57,Heritage,65,27,24,south side between SE 11th Ave and SE 12th Ave,Cunninghamia lanceolata,China fir,1S1E11CD  14100,1104 SE MALL ST,,,6.3,,1995,1995-11-29T00:00:00.000Z,Right Of Way,45.49136011,-122.6540732,,,,,,,,,
-122.634617093711057,45.509016429339702,65,58,Heritage,60,66,50,east side between SE Stephens St and SE Market St,Juglans nigra,Black walnut,1S1E01CA  10900,1942 SE 30TH AVE,,,13.1,,1995,1995-11-29T00:00:00.000Z,"Private, Front Yard",45.50901077,-122.63460288,,,,,,,,,
-122.659407315803662,45.467177547466271,66,59,Removed,50,60,29,tree disappeared sometime around 2008,Magnolia fraseri,Fraser magnolia,1S1E23    300,7951 SE 7TH AVE,,,7.5,,1995,1995-11-29T00:00:00.000Z,Portland Parks & Recreation,45.46717189,-122.65939311,,,,,,,,,
-122.658927299234989,45.468499945937857,67,60,Removed,112,63,43,"This tree is on the 7th Ave side of this lot.  Blew down in March 15th, 2015 windstorm. Removed 6/17/2015 by Ordinance 187198.",Acer rubrum,Red maple,1S1E23CB  1000,710 SE LAMBERT ST,,,11.3,,1995,1995-11-29T00:00:00.000Z,Right Of Way,45.46849429,-122.65891309,,,,,,,,,
-122.641138007477636,45.510589282696522,68,61,Heritage,60,39,43,east side between SE Market St and SE Stephens St,Pinus monticola,Western white pine,1S1E01CB  12500,1726 SE 24TH AVE,,,11.3,,1995,1995-11-29T00:00:00.000Z,"Private, Front Yard",45.51058362,-122.64112379,,,,,,,,,
-122.59549383803531,45.512260635436164,69,62,Heritage,130,83,58,"This tree is gigantic and can be found on the southeast corner of the rectangular reservoir, on the west side of Mt. Tabor Park.",Tilia platyphyllos,Bigleaf linden,1S2E05    100,6325 SE DIVISION ST,,,15.17,,1995,1995-11-29T00:00:00.000Z,"Portland Parks & Recreation, Mt Tabor",45.51225497,-122.59547963,,,,,,,,,
-122.639842539819881,45.505301946637793,70,63,Heritage,80,45,43,"This tree is a variety of European Beech known as a Copper Beech, Fagus sylvatica f. purpurea.  This tree is only partially visible from the street.",Fagus sylvatica f. purpurea,European beech,1S1E01CC  17400,2401 SE 26TH AVE,,,11.2,,1995,1995-11-29T00:00:00.000Z,"Private, Side Yard",45.50529628,-122.63982833,,,,,,,,,
-122.639737727985789,45.505287299498804,71,64,Heritage,80,72,55,west side between SE Caruthers St and SE Division St,Castanea sativa,Spanish chestnut,1S1E01CC  17400,2401 SE 26TH AVE,,,14.5,,1995,1995-11-29T00:00:00.000Z,"Private, Side Yard",45.50528164,-122.63972351,,,,,,,,,
-122.655783376301926,45.576395106264933,72,65,Removed,75,66,62, ,Juglans nigra,Black walnut,1N1E14BA  3200,842 NE STAFFORD ST,,,16.3,,1995,1995-11-29T00:00:00.000Z,Multnomah County,45.57638944,-122.65576915,,,,,,,,,
-122.65538435004261,45.543789657439007,73,66,Heritage,100,81,58,north side between NE 10th Ave and NE 11th Ave,Quercus rubra,Northern red oak,1N1E26BD  4200,1009 NE STANTON ST,,,15.1,,1995,1995-11-29T00:00:00.000Z,"Private, Side Yard",45.54378399,-122.65537013,,,,,,,,,
-122.622852111759897,45.524323256510662,74,67,Removed,34,39,31,"This tree is one of a pair of Heritage Pines at this location, and is found along 39th Ave.  The tree is dead and removed 2016.",Pinus densiflora,Japanese red pine,1N1E36DA  5600,110 NE 39TH AVE,,,8.1,,1995,1995-11-29T00:00:00.000Z,Right Of Way,45.52431759,-122.6228379,,,,,,,,,
-122.622924136882745,45.524368686607744,75,68,Heritage,47,30,43,"This tree is one of a pair of Heritage Pines at this location, and is found along NE Couch St.",Pinus densiflora,Japanese red pine,1N1E36DA  5600,110 NE 39TH AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,11.25,,1995,1995-11-29T00:00:00.000Z,Right Of Way,45.52436302,-122.62290992,,,,,,,,,
-122.630802184058027,45.528102778701481,76,69,Removed,91,109,62,east side between NE Irving St and NE Oregon St,Ulmus americana,American elm,1N1E36AC  16300,710 NE 32ND AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,16.1,2016-03-01T00:00:00.000Z,1995,1995-11-29T00:00:00.000Z,Right Of Way,45.52809711,-122.63078797,,,,,,,,,
-122.677895496852045,45.55286918604839,77,70,Heritage,58,61,55,west side between N Shaver St and N Mason St,Salix babylonica,Weeping willow,1N1E22CB  2300,4045 N MISSOURI AVE,2016-03-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,14.5,2016-03-01T00:00:00.000Z,1995,1995-11-29T00:00:00.000Z,"Private, Side Yard",45.55286352,-122.67788127,,,,,,,,,
-122.749050106377808,45.593134595309643,78,71,Heritage,110,95,63,"This tree is on west side of the lot, between N Hudson St and N Smith St.",Quercus garryana,Oregon white oak,1N1W01DC  15700,9107 N RICHMOND AVE,,,16.5,,1995,1995-11-29T00:00:00.000Z,"Private, Rear Yard",45.59312894,-122.74903586,,,,,,,,,
